"t","ppi"
246,141.2148966319417
247,141.79062850545762
248,142.36175545083898
249,142.92835975040572
250,143.490525778909
251,144.04833998572104
252,144.6018908770164
253,145.1512689979657
254,145.69656691491838
255,146.23787919759553
256,146.7753024012689
257,147.3089350489593
258,147.83887761361513
259,148.36523250030478
260,148.8881040284021
261,149.40759841377422
262,149.92382375097105
263,150.43688999540865
264,150.9469089455618
265,151.45399422514748
266,151.95826126531466
267,152.45982728683003
268,152.95881128226694
269,153.45533399819425
270,153.9495179173603
271,154.44148724088228
272,154.93136787043505
273,155.41928739043652
274,155.90537505023605
275,156.38976174630244
276,156.87258000441244
277,157.3539639618328
278,157.8340493495155
279,158.31297347428045
280,158.7908752010042
281,159.2678949348072
282,159.74417460324213
283,160.21985763848244
284,160.6950889595035
285,161.17001495427922
286,161.64478346196512
287,162.11954375508623
288,162.59444652172016
289,163.06964384769373
290,163.54528919876458
291,164.02153740280875
292,164.4985446320091
293,164.97646838504562
294,165.45546746927658
295,165.9357019829343
296,166.4173332973017
297,166.9005240389145
298,167.3854380717342
299,167.8722404793428
300,168.36109754713408
301,168.85217674449024
302,169.3456467069812
303,169.8416772185431
304,170.34043919367133
305,170.84210465960433
306,171.34684673851672
307,171.85483962969766
308,172.36625859174757
309,172.88127992476012
310,173.40008095251352
311,173.92284000465344
312,174.44973639888423
313,174.98095042315737
314,175.51666331785083
315,176.05705725797117
316,176.60231533532652
317,177.15262154072326
318,177.70816074614532
319,178.26911868695726
320,178.835681944069
321,179.40803792614435
322,179.98637485177852
323,180.57088173168205
324,181.16174835088378
325,181.7591652508948
326,182.3633237119205
327,182.97441573503085
328,183.59263402435437
329,184.2181719692656
330,184.85122362657359
331,185.4919837027067
332,186.1406475359011
333,186.7974110783892
334,187.4624708785853
335,188.13602406327783
336,188.81826831981044
337,189.50940187827138
338,190.2096234936883
339,190.9191324282031
340,191.63812843326497
341,192.36681173183052
342,193.10538300052423
343,193.85404335185314
344,194.61299431637718
345,195.38243782490582
346,196.16257619067648
347,196.9536120915539
348,197.75574855220776
349,198.56918892630466
350,199.39413687869484
351,200.2307963676015
352,201.07937162680292
353,201.94006714782637
354,202.81308766213107
355,203.69863812330033
356,204.59692368922452
357,205.50814970428593
358,206.4325216815626
359,207.37024528499143
360,208.32152631157197
361,209.286570673555
362,210.26558438061994
363,211.25877352207073
364,212.2663442490205
365,213.28850275657652
366,214.32545526602672
367,215.3774080070446
368,216.44456719984493
369,217.52713903740124
370,218.62532966761984
371,219.7393451755209
372,220.86939156544696
373,222.0156747432241
374,223.17840049837224
375,224.35777448627715
376,225.5540022103899
377,226.76728900440077
378,227.99784001444215
379,229.24586018126257
380,230.51155422242238
381,231.79512661448035
382,233.09678157517857
383,234.41672304563082
384,235.7551546725129
385,237.11227979024198
386,238.48830140317415
387,239.88342216779103
388,241.29784437487916
389,242.73176993171484
390,244.1854003442798
391,245.6589366994079
392,247.15257964700442
393,248.66652938221642
394,250.20098562762843
395,251.75614761544722
396,253.3322140696867
397,254.9293831883636
398,256.54785262567503
399,258.18781947419785
400,259.8494802470553
401,261.53303086012903
402,263.2386666142368
403,264.9665821773081
404,266.71697156659803
405,268.4900281308467
406,270.2859445324878
407,272.1049127298168
408,273.94712395920334
409,275.8127687172558
410,277.70203674302076
411,279.6151170001679
412,281.55219765917656
413,283.51346607952047
414,285.49910879186547
415,287.50931148024875
416,289.5442589642674
417,291.60413518126126
418,293.6891231685143
419,295.7994050454284
420,297.93516199571724
421,300.09657424959124
422,302.2838210659514
423,304.4970807145667
424,306.73653045827024
425,309.0023465351417
426,311.29470414069266
427,313.61377741006555
428,315.9597394002115
429,318.332762072075
430,320.73301627279335
431,323.1606717178741
432,325.61589697338724
433,328.09885943814817
434,330.6097253259098
435,333.1486596475473
436,335.71582619324846
437,338.3113875147058
438,340.93550490728677
439,343.58833839223854
440,346.2700466988711
441,348.9807872467348
442,351.7207161278305
443,354.48998808876723
444,357.28875651297795
445,360.11717340288607
446,362.9753893621012
447,365.8635535776187
448,368.7818138019823
449,371.7303163354912
450,374.7092060083699
451,377.7186261629898
452,380.7587186360136
453,383.82962374060963
454,386.93148024862904
455,390.064425372809
456,393.2285947489357
457,396.4241224180508
458,399.65114080862924
459,402.9097807187712
460,406.2001712983941
461,409.5224400314067
462,412.8767127179047
463,416.26311345637015
464,419.68176462582716
465,423.13278686807035
466,426.61629906981335
467,430.1324183449063
468,433.6812600165061
469,437.2629375992722
470,440.87756278154785
471,444.52524540755195
472,448.20609345956046
473,451.92021304012025
474,455.66770835418293
475,459.44868169134435
476,463.26323340801474
477,467.1114619096
478,470.99346363269007
479,474.90933302724744
480,478.8591625388029
481,482.8430425906402
482,486.86106156597754
483,490.9133057901484
484,494.99985951281207
485,499.1208048901165
486,503.27622196690874
487,507.4661886589086
488,511.69078073488646
489,515.9500717988806
490,520.2441332723531
491,524.5730343763964
492,528.9368421139145
493,533.3356212518113
494,537.7694343031792
495,542.2383415094912
496,546.7424008227747
497,551.2816678878182
498,555.8561960243235
499,560.4660362091483
500,565.1112370584481
501,569.7918448098783
502,574.5079033047907
503,579.2594539703889
504,584.0465358019749
505,588.869185345083
506,593.7274366776758
507,598.6213213923613
508,603.5508685785455
509,608.5161048046423
510,613.5170541002547
511,618.5537379383561
512,623.6261752174826
513,628.7343822439318
514,633.8783727139264
515,639.0581576958277
516,644.2737456122952
517,649.5251422225112
518,654.812350604315
519,660.1353711364493
520,665.4942014807123
521,670.8888365641462
522,676.3192685612405
523,681.7854868761126
524,687.2874781246749
525,692.8252261168702
526,698.3987118388025
527,704.0079134349719
528,709.6528061904239
529,715.3333625129737
530,721.0495519153658
531,726.8013409974731
532,732.5886934284783
533,738.4115699290662
534,744.2699282536189
535,750.1637231723792
536,756.0929064536788
537,762.0574268460725
538,768.0572300605738
539,774.0922587528141
540,780.1624525052423
541,786.2677478092985
542,792.408078047639
543,798.5833734762521
544,804.7935612067479
545,811.038565188431
546,817.3183061905904
547,823.6327017846081
548,829.9816663262056
549,836.365110937589
550,842.7829434896587
551,849.2350685842059
552,855.7213875360569
553,862.2417983553271
554,868.7961957295295
555,875.3844710058358
556,882.0065121732289
557,888.662203844676
558,895.3514272393543
559,902.0740601647951
560,908.8299769991384
561,915.6190486732041
562,922.4411426528197
563,929.2961229209061
564,936.1838499597172
565,943.104180732985
566,950.0569686681586
567,957.0420636385345
568,964.0593119455036
569,971.1085563006884
570,978.1896358081678
571,985.3023859466223
572,992.44663855158
573,999.6222217975476
574,1006.8289601802492
575,1014.066674498735
576,1021.3351818376716
577,1028.6342955494576
578,1035.9638252364414
579,1043.3235767330727
580,1050.7133520881428
581,1058.1329495469429
582,1065.5821635334462
583,1073.060784632503
584,1080.568599572037
585,1088.1053912052187
586,1095.6709384926537
587,1103.2650164845866
588,1110.8873963030812
589,1118.5378451241952
590,1126.2161261601752
591,1133.9219986416458
592,1141.6552177997903
593,1149.4155348485758
594,1157.2026969668689
595,1165.0164472806966
596,1172.8565248453917
597,1180.7226646277734
598,1188.6145974883723
599,1196.5320501636045
600,1204.4747452479162
601,1212.442401176045
602,1220.4347322051428
603,1228.4514483970154
604,1236.492255600245
605,1244.556855432452
606,1252.644945262454
607,1260.7562181924106
608,1268.8903630400775
609,1277.0470643209512
610,1285.2260022304574
611,1293.4268526261906
612,1301.6492870100149
613,1309.8929725103255
614,1318.1575718642082
615,1326.44274339962
616,1334.7481410175635
617,1343.073414174348
618,1351.4182078636688
619,1359.782162598883
620,1368.164914395161
621,1376.566094751662
622,1384.9853306337566
623,1393.4222444551735
624,1401.8764540602235
625,1410.347572705966
626,1418.8352090443907
627,1427.3389671046345
628,1435.8584462751562
629,1444.393241285895
630,1452.942942190489
631,1461.5071343484553
632,1470.0853984074013
633,1478.6773102851541
634,1487.2824411520007
635,1495.900357412854
636,1504.5306206894486
637,1513.1727878025079
638,1521.8264107539828
639,1530.4910367091318
640,1539.1662079788687
641,1547.8514620018134
642,1556.5463313265238
643,1565.2503435937062
644,1573.9630215183745
645,1582.6838828720313
646,1591.4124404649222
647,1600.1482021281074
648,1608.8906706957744
649,1617.6393439873166
650,1626.3937147895879
651,1635.1532708390762
652,1643.9174948040848
653,1652.6858642669279
654,1661.457851706112
655,1670.2329244784953
656,1679.010544801534
657,1687.7901697354348
658,1696.5712511653358
659,1705.3532357835022
660,1714.135565071537
661,1722.9176752825545
662,1731.6989974233104
663,1740.4789572364782
664,1749.256975182808
665,1758.0324664233005
